曜日,層,行動,時刻(時間:分),行為者率(%)
土曜日,国民全体,インターネット動画,21:30,5.6
土曜日,国民全体,インターネット動画,21:45,5.7
土曜日,国民全体,インターネット動画,22:00,5.6
土曜日,国民全体,インターネット動画,22:15,5.7
土曜日,国民全体,インターネット動画,22:30,5.4
土曜日,国民全体,インターネット動画,22:45,5.2
土曜日,国民全体,インターネット動画,23:00,3.9
土曜日,国民全体,インターネット動画,23:15,3.8
土曜日,国民全体,インターネット動画,23:30,3.7
土曜日,国民全体,インターネット動画,23:45,3.4
土曜日,国民全体,マスメディア接触,0:00,5.4
土曜日,国民全体,マスメディア接触,0:15,5.4
土曜日,国民全体,マスメディア接触,0:30,4.4
土曜日,国民全体,マスメディア接触,0:45,4.3
土曜日,国民全体,マスメディア接触,1:00,3.2
土曜日,国民全体,マスメディア接触,1:15,2.9
土曜日,国民全体,マスメディア接触,1:30,2.3
土曜日,国民全体,マスメディア接触,1:45,2.3
土曜日,国民全体,マスメディア接触,2:00,1.3
土曜日,国民全体,マスメディア接触,2:15,1.2
土曜日,国民全体,マスメディア接触,2:30,1.2
土曜日,国民全体,マスメディア接触,2:45,1.2
土曜日,国民全体,マスメディア接触,3:00,1.1
土曜日,国民全体,マスメディア接触,3:15,1.0
土曜日,国民全体,マスメディア接触,3:30,0.9
土曜日,国民全体,マスメディア接触,3:45,1.0
土曜日,国民全体,マスメディア接触,4:00,1.7
土曜日,国民全体,マスメディア接触,4:15,1.9
土曜日,国民全体,マスメディア接触,4:30,2.5
土曜日,国民全体,マスメディア接触,4:45,2.6
土曜日,国民全体,マスメディア接触,5:00,3.8
土曜日,国民全体,マスメディア接触,5:15,4.2
土曜日,国民全体,マスメディア接触,5:30,5.1
土曜日,国民全体,マスメディア接触,5:45,5.1
土曜日,国民全体,マスメディア接触,6:00,9.0
土曜日,国民全体,マスメディア接触,6:15,9.8
土曜日,国民全体,マスメディア接触,6:30,14.2
土曜日,国民全体,マスメディア接触,6:45,15.1
土曜日,国民全体,マスメディア接触,7:00,21.0
土曜日,国民全体,マスメディア接触,7:15,21.4
土曜日,国民全体,マスメディア接触,7:30,25.1
土曜日,国民全体,マスメディア接触,7:45,25.6
土曜日,国民全体,マスメディア接触,8:00,28.0
土曜日,国民全体,マスメディア接触,8:15,27.7
土曜日,国民全体,マスメディア接触,8:30,27.0
土曜日,国民全体,マスメディア接触,8:45,26.7
土曜日,国民全体,マスメディア接触,9:00,25.6
土曜日,国民全体,マスメディア接触,9:15,25.3
土曜日,国民全体,マスメディア接触,9:30,24.0
土曜日,国民全体,マスメディア接触,9:45,23.9
土曜日,国民全体,マスメディア接触,10:00,21.4
土曜日,国民全体,マスメディア接触,10:15,21.4
土曜日,国民全体,マスメディア接触,10:30,20.9
土曜日,国民全体,マスメディア接触,10:45,21.1
土曜日,国民全体,マスメディア接触,11:00,21.7
土曜日,国民全体,マスメディア接触,11:15,22.1
土曜日,国民全体,マスメディア接触,11:30,21.9
土曜日,国民全体,マスメディア接触,11:45,21.6
土曜日,国民全体,マスメディア接触,12:00,21.7
土曜日,国民全体,マスメディア接触,12:15,22.0
土曜日,国民全体,マスメディア接触,12:30,24.8
土曜日,国民全体,マスメディア接触,12:45,24.7
土曜日,国民全体,マスメディア接触,13:00,25.1
土曜日,国民全体,マスメディア接触,13:15,24.8
土曜日,国民全体,マスメディア接触,13:30,24.5
土曜日,国民全体,マスメディア接触,13:45,24.5
土曜日,国民全体,マスメディア接触,14:00,23.3
土曜日,国民全体,マスメディア接触,14:15,22.9
土曜日,国民全体,マスメディア接触,14:30,22.9
土曜日,国民全体,マスメディア接触,14:45,23.7
土曜日,国民全体,マスメディア接触,15:00,23.8
土曜日,国民全体,マスメディア接触,15:15,23.6
土曜日,国民全体,マスメディア接触,15:30,23.8
土曜日,国民全体,マスメディア接触,15:45,24.2
土曜日,国民全体,マスメディア接触,16:00,23.3
土曜日,国民全体,マスメディア接触,16:15,23.2
土曜日,国民全体,マスメディア接触,16:30,23.6
土曜日,国民全体,マスメディア接触,16:45,23.3
土曜日,国民全体,マスメディア接触,17:00,22.6
土曜日,国民全体,マスメディア接触,17:15,22.6
土曜日,国民全体,マスメディア接触,17:30,23.0
土曜日,国民全体,マスメディア接触,17:45,23.7
土曜日,国民全体,マスメディア接触,18:00,26.9
土曜日,国民全体,マスメディア接触,18:15,27.6
土曜日,国民全体,マスメディア接触,18:30,30.4
土曜日,国民全体,マスメディア接触,18:45,31.3
土曜日,国民全体,マスメディア接触,19:00,37.4
土曜日,国民全体,マスメディア接触,19:15,38.3
土曜日,国民全体,マスメディア接触,19:30,42.6
土曜日,国民全体,マスメディア接触,19:45,44.3
土曜日,国民全体,マスメディア接触,20:00,46.7
土曜日,国民全体,マスメディア接触,20:15,46.8
土曜日,国民全体,マスメディア接触,20:30,46.3
土曜日,国民全体,マスメディア接触,20:45,46.6
土曜日,国民全体,マスメディア接触,21:00,45.4
土曜日,国民全体,マスメディア接触,21:15,45.4
土曜日,国民全体,マスメディア接触,21:30,44.3
土曜日,国民全体,マスメディア接触,21:45,44.2
土曜日,国民全体,マスメディア接触,22:00,35.8
土曜日,国民全体,マスメディア接触,22:15,35.6
土曜日,国民全体,マスメディア接触,22:30,32.1
土曜日,国民全体,マスメディア接触,22:45,31.4
土曜日,国民全体,マスメディア接触,23:00,20.2
土曜日,国民全体,マスメディア接触,23:15,18.5
土曜日,国民全体,マスメディア接触,23:30,13.3
土曜日,国民全体,マスメディア接触,23:45,12.2
土曜日,国民全体,テレビ,0:00,2.6
土曜日,国民全体,テレビ,0:15,2.7
土曜日,国民全体,テレビ,0:30,2.1
土曜日,国民全体,テレビ,0:45,2.0
土曜日,国民全体,テレビ,1:00,1.3
土曜日,国民全体,テレビ,1:15,1.2
土曜日,国民全体,テレビ,1:30,1.0
土曜日,国民全体,テレビ,1:45,1.0
土曜日,国民全体,テレビ,2:00,0.4
土曜日,国民全体,テレビ,2:15,0.4
土曜日,国民全体,テレビ,2:30,0.3
土曜日,国民全体,テレビ,2:45,0.2
土曜日,国民全体,テレビ,3:00,0.2
土曜日,国民全体,テレビ,3:15,0.2
土曜日,国民全体,テレビ,3:30,0.2
土曜日,国民全体,テレビ,3:45,0.2
土曜日,国民全体,テレビ,4:00,0.4
土曜日,国民全体,テレビ,4:15,0.6
土曜日,国民全体,テレビ,4:30,0.9
土曜日,国民全体,テレビ,4:45,0.9
土曜日,国民全体,テレビ,5:00,1.9
土曜日,国民全体,テレビ,5:15,2.2
土曜日,国民全体,テレビ,5:30,2.8
土曜日,国民全体,テレビ,5:45,2.9
土曜日,国民全体,テレビ,6:00,6.2
土曜日,国民全体,テレビ,6:15,7.2
土曜日,国民全体,テレビ,6:30,10.0
土曜日,国民全体,テレビ,6:45,10.6
土曜日,国民全体,テレビ,7:00,15.6
土曜日,国民全体,テレビ,7:15,16.3
土曜日,国民全体,テレビ,7:30,18.8
土曜日,国民全体,テレビ,7:45,19.0
土曜日,国民全体,テレビ,8:00,21.8
土曜日,国民全体,テレビ,8:15,21.2
土曜日,国民全体,テレビ,8:30,19.9
土曜日,国民全体,テレビ,8:45,19.7
土曜日,国民全体,テレビ,9:00,17.4
土曜日,国民全体,テレビ,9:15,16.9
土曜日,国民全体,テレビ,9:30,15.6
土曜日,国民全体,テレビ,9:45,15.4
土曜日,国民全体,テレビ,10:00,12.7
土曜日,国民全体,テレビ,10:15,12.6
土曜日,国民全体,テレビ,10:30,12.7
土曜日,国民全体,テレビ,10:45,12.5
土曜日,国民全体,テレビ,11:00,13.1
土曜日,国民全体,テレビ,11:15,13.5
土曜日,国民全体,テレビ,11:30,14.1
土曜日,国民全体,テレビ,11:45,14.4
土曜日,国民全体,テレビ,12:00,16.9
土曜日,国民全体,テレビ,12:15,17.1
土曜日,国民全体,テレビ,12:30,19.4
土曜日,国民全体,テレビ,12:45,19.3
土曜日,国民全体,テレビ,13:00,18.1
土曜日,国民全体,テレビ,13:15,17.6
土曜日,国民全体,テレビ,13:30,16.3
土曜日,国民全体,テレビ,13:45,16.1
土曜日,国民全体,テレビ,14:00,13.7
土曜日,国民全体,テレビ,14:15,13.3
土曜日,国民全体,テレビ,14:30,13.4
土曜日,国民全体,テレビ,14:45,14.1
土曜日,国民全体,テレビ,15:00,13.9
土曜日,国民全体,テレビ,15:15,13.9
土曜日,国民全体,テレビ,15:30,14.1
土曜日,国民全体,テレビ,15:45,14.2
土曜日,国民全体,テレビ,16:00,12.7
土曜日,国民全体,テレビ,16:15,12.7
土曜日,国民全体,テレビ,16:30,13.6
土曜日,国民全体,テレビ,16:45,13.5
土曜日,国民全体,テレビ,17:00,14.8
土曜日,国民全体,テレビ,17:15,14.8
土曜日,国民全体,テレビ,17:30,16.6
土曜日,国民全体,テレビ,17:45,17.0
土曜日,国民全体,テレビ,18:00,21.5
土曜日,国民全体,テレビ,18:15,22.3
土曜日,国民全体,テレビ,18:30,25.9
土曜日,国民全体,テレビ,18:45,26.6
土曜日,国民全体,テレビ,19:00,33.4
土曜日,国民全体,テレビ,19:15,34.1
土曜日,国民全体,テレビ,19:30,37.3
土曜日,国民全体,テレビ,19:45,38.8
土曜日,国民全体,テレビ,20:00,40.0
土曜日,国民全体,テレビ,20:15,39.8
土曜日,国民全体,テレビ,20:30,38.8
土曜日,国民全体,テレビ,20:45,38.9
土曜日,国民全体,テレビ,21:00,37.1
土曜日,国民全体,テレビ,21:15,37.0
土曜日,国民全体,テレビ,21:30,35.8
土曜日,国民全体,テレビ,21:45,35.6
土曜日,国民全体,テレビ,22:00,26.1
土曜日,国民全体,テレビ,22:15,25.9
土曜日,国民全体,テレビ,22:30,22.9
土曜日,国民全体,テレビ,22:45,22.5
土曜日,国民全体,テレビ,23:00,12.2
土曜日,国民全体,テレビ,23:15,10.9
土曜日,国民全体,テレビ,23:30,7.4
土曜日,国民全体,テレビ,23:45,6.5
土曜日,国民全体,録画番組・ＤＶＤ,0:00,1.2
土曜日,国民全体,録画番組・ＤＶＤ,0:15,1.2
土曜日,国民全体,録画番組・ＤＶＤ,0:30,1.0
土曜日,国民全体,録画番組・ＤＶＤ,0:45,1.0
土曜日,国民全体,録画番組・ＤＶＤ,1:00,0.7
土曜日,国民全体,録画番組・ＤＶＤ,1:15,0.7
土曜日,国民全体,録画番組・ＤＶＤ,1:30,0.4
土曜日,国民全体,録画番組・ＤＶＤ,1:45,0.4
土曜日,国民全体,録画番組・ＤＶＤ,2:00,0.1
土曜日,国民全体,録画番組・ＤＶＤ,2:15,0.1
土曜日,国民全体,録画番組・ＤＶＤ,2:30,0.2
土曜日,国民全体,録画番組・ＤＶＤ,2:45,0.2
土曜日,国民全体,録画番組・ＤＶＤ,3:00,0.2
土曜日,国民全体,録画番組・ＤＶＤ,3:15,0.2
土曜日,国民全体,録画番組・ＤＶＤ,3:30,0.1
土曜日,国民全体,録画番組・ＤＶＤ,3:45,0.2
土曜日,国民全体,録画番組・ＤＶＤ,4:00,0.2
土曜日,国民全体,録画番組・ＤＶＤ,4:15,0.2
土曜日,国民全体,録画番組・ＤＶＤ,4:30,0.3
土曜日,国民全体,録画番組・ＤＶＤ,4:45,0.2
土曜日,国民全体,録画番組・ＤＶＤ,5:00,0.3
土曜日,国民全体,録画番組・ＤＶＤ,5:15,0.3
土曜日,国民全体,録画番組・ＤＶＤ,5:30,0.2
土曜日,国民全体,録画番組・ＤＶＤ,5:45,0.2
土曜日,国民全体,録画番組・ＤＶＤ,6:00,0.2
土曜日,国民全体,録画番組・ＤＶＤ,6:15,0.2
土曜日,国民全体,録画番組・ＤＶＤ,6:30,0.5
土曜日,国民全体,録画番組・ＤＶＤ,6:45,0.4
土曜日,国民全体,録画番組・ＤＶＤ,7:00,0.9
土曜日,国民全体,録画番組・ＤＶＤ,7:15,0.9
土曜日,国民全体,録画番組・ＤＶＤ,7:30,1.3
土曜日,国民全体,録画番組・ＤＶＤ,7:45,1.4
土曜日,国民全体,録画番組・ＤＶＤ,8:00,1.7
土曜日,国民全体,録画番組・ＤＶＤ,8:15,1.7
土曜日,国民全体,録画番組・ＤＶＤ,8:30,1.9
土曜日,国民全体,録画番組・ＤＶＤ,8:45,2.0
土曜日,国民全体,録画番組・ＤＶＤ,9:00,2.1
土曜日,国民全体,録画番組・ＤＶＤ,9:15,2.3
土曜日,国民全体,録画番組・ＤＶＤ,9:30,2.1
土曜日,国民全体,録画番組・ＤＶＤ,9:45,2.0
土曜日,国民全体,録画番組・ＤＶＤ,10:00,2.4
土曜日,国民全体,録画番組・ＤＶＤ,10:15,2.3
土曜日,国民全体,録画番組・ＤＶＤ,10:30,2.4
土曜日,国民全体,録画番組・ＤＶＤ,10:45,2.7
土曜日,国民全体,録画番組・ＤＶＤ,11:00,3.0
土曜日,国民全体,録画番組・ＤＶＤ,11:15,2.8
土曜日,国民全体,録画番組・ＤＶＤ,11:30,2.5
土曜日,国民全体,録画番組・ＤＶＤ,11:45,2.4
土曜日,国民全体,録画番組・ＤＶＤ,12:00,1.9
土曜日,国民全体,録画番組・ＤＶＤ,12:15,2.0
土曜日,国民全体,録画番組・ＤＶＤ,12:30,2.3
土曜日,国民全体,録画番組・ＤＶＤ,12:45,2.2
土曜日,国民全体,録画番組・ＤＶＤ,13:00,3.1
土曜日,国民全体,録画番組・ＤＶＤ,13:15,3.4
土曜日,国民全体,録画番組・ＤＶＤ,13:30,4.0
土曜日,国民全体,録画番組・ＤＶＤ,13:45,4.1
土曜日,国民全体,録画番組・ＤＶＤ,14:00,4.5
土曜日,国民全体,録画番組・ＤＶＤ,14:15,4.5
土曜日,国民全体,録画番組・ＤＶＤ,14:30,4.7
土曜日,国民全体,録画番組・ＤＶＤ,14:45,4.8
土曜日,国民全体,録画番組・ＤＶＤ,15:00,4.7
土曜日,国民全体,録画番組・ＤＶＤ,15:15,4.8
土曜日,国民全体,録画番組・ＤＶＤ,15:30,4.7
土曜日,国民全体,録画番組・ＤＶＤ,15:45,4.9
土曜日,国民全体,録画番組・ＤＶＤ,16:00,4.8
土曜日,国民全体,録画番組・ＤＶＤ,16:15,4.8
土曜日,国民全体,録画番組・ＤＶＤ,16:30,4.4
土曜日,国民全体,録画番組・ＤＶＤ,16:45,4.2
土曜日,国民全体,録画番組・ＤＶＤ,17:00,3.1
土曜日,国民全体,録画番組・ＤＶＤ,17:15,3.1
土曜日,国民全体,録画番組・ＤＶＤ,17:30,2.6
土曜日,国民全体,録画番組・ＤＶＤ,17:45,2.5
土曜日,国民全体,録画番組・ＤＶＤ,18:00,1.9
土曜日,国民全体,録画番組・ＤＶＤ,18:15,2.0
土曜日,国民全体,録画番組・ＤＶＤ,18:30,1.9
土曜日,国民全体,録画番組・ＤＶＤ,18:45,1.9
土曜日,国民全体,録画番組・ＤＶＤ,19:00,1.9
土曜日,国民全体,録画番組・ＤＶＤ,19:15,2.1
土曜日,国民全体,録画番組・ＤＶＤ,19:30,2.9
土曜日,国民全体,録画番組・ＤＶＤ,19:45,3.1
土曜日,国民全体,録画番組・ＤＶＤ,20:00,4.3
土曜日,国民全体,録画番組・ＤＶＤ,20:15,4.5
土曜日,国民全体,録画番組・ＤＶＤ,20:30,5.3
土曜日,国民全体,録画番組・ＤＶＤ,20:45,5.5
土曜日,国民全体,録画番組・ＤＶＤ,21:00,5.3
土曜日,国民全体,録画番組・ＤＶＤ,21:15,5.3
土曜日,国民全体,録画番組・ＤＶＤ,21:30,5.3
土曜日,国民全体,録画番組・ＤＶＤ,21:45,5.1
土曜日,国民全体,録画番組・ＤＶＤ,22:00,5.7
土曜日,国民全体,録画番組・ＤＶＤ,22:15,5.7
土曜日,国民全体,録画番組・ＤＶＤ,22:30,5.7
土曜日,国民全体,録画番組・ＤＶＤ,22:45,5.6
土曜日,国民全体,録画番組・ＤＶＤ,23:00,4.5
土曜日,国民全体,録画番組・ＤＶＤ,23:15,4.3
土曜日,国民全体,録画番組・ＤＶＤ,23:30,3.2
土曜日,国民全体,録画番組・ＤＶＤ,23:45,3.1
土曜日,国民全体,ラジオ,0:00,0.6
土曜日,国民全体,ラジオ,0:15,0.6
土曜日,国民全体,ラジオ,0:30,0.6
土曜日,国民全体,ラジオ,0:45,0.6
土曜日,国民全体,ラジオ,1:00,0.5
土曜日,国民全体,ラジオ,1:15,0.5
土曜日,国民全体,ラジオ,1:30,0.4
土曜日,国民全体,ラジオ,1:45,0.4
土曜日,国民全体,ラジオ,2:00,0.4
土曜日,国民全体,ラジオ,2:15,0.3
土曜日,国民全体,ラジオ,2:30,0.4
土曜日,国民全体,ラジオ,2:45,0.4
土曜日,国民全体,ラジオ,3:00,0.5
土曜日,国民全体,ラジオ,3:15,0.4
土曜日,国民全体,ラジオ,3:30,0.2
土曜日,国民全体,ラジオ,3:45,0.3
土曜日,国民全体,ラジオ,4:00,0.4
土曜日,国民全体,ラジオ,4:15,0.4
土曜日,国民全体,ラジオ,4:30,0.6
土曜日,国民全体,ラジオ,4:45,0.6
土曜日,国民全体,ラジオ,5:00,0.8
土曜日,国民全体,ラジオ,5:15,0.8
土曜日,国民全体,ラジオ,5:30,1.1
土曜日,国民全体,ラジオ,5:45,1.2
土曜日,国民全体,ラジオ,6:00,1.4
土曜日,国民全体,ラジオ,6:15,1.4
土曜日,国民全体,ラジオ,6:30,1.9
土曜日,国民全体,ラジオ,6:45,1.9
土曜日,国民全体,ラジオ,7:00,1.8
土曜日,国民全体,ラジオ,7:15,1.8
土曜日,国民全体,ラジオ,7:30,1.9
土曜日,国民全体,ラジオ,7:45,1.7
土曜日,国民全体,ラジオ,8:00,1.9
土曜日,国民全体,ラジオ,8:15,1.9
土曜日,国民全体,ラジオ,8:30,2.1
土曜日,国民全体,ラジオ,8:45,2.1
土曜日,国民全体,ラジオ,9:00,2.4
土曜日,国民全体,ラジオ,9:15,2.4
土曜日,国民全体,ラジオ,9:30,2.2
土曜日,国民全体,ラジオ,9:45,2.2
土曜日,国民全体,ラジオ,10:00,1.9
土曜日,国民全体,ラジオ,10:15,2.0
土曜日,国民全体,ラジオ,10:30,1.8
土曜日,国民全体,ラジオ,10:45,1.9
土曜日,国民全体,ラジオ,11:00,1.9
土曜日,国民全体,ラジオ,11:15,1.8
土曜日,国民全体,ラジオ,11:30,1.8
土曜日,国民全体,ラジオ,11:45,1.7
土曜日,国民全体,ラジオ,12:00,1.6
土曜日,国民全体,ラジオ,12:15,1.6
土曜日,国民全体,ラジオ,12:30,1.4
土曜日,国民全体,ラジオ,12:45,1.5
土曜日,国民全体,ラジオ,13:00,1.7
土曜日,国民全体,ラジオ,13:15,1.7
土曜日,国民全体,ラジオ,13:30,1.5
土曜日,国民全体,ラジオ,13:45,1.7
土曜日,国民全体,ラジオ,14:00,1.9
土曜日,国民全体,ラジオ,14:15,1.9
土曜日,国民全体,ラジオ,14:30,1.9
土曜日,国民全体,ラジオ,14:45,1.8
土曜日,国民全体,ラジオ,15:00,1.8
土曜日,国民全体,ラジオ,15:15,1.7
土曜日,国民全体,ラジオ,15:30,1.6
土曜日,国民全体,ラジオ,15:45,1.5
土曜日,国民全体,ラジオ,16:00,1.7
土曜日,国民全体,ラジオ,16:15,1.7
土曜日,国民全体,ラジオ,16:30,1.7
土曜日,国民全体,ラジオ,16:45,1.8
土曜日,国民全体,ラジオ,17:00,1.4
土曜日,国民全体,ラジオ,17:15,1.4
土曜日,国民全体,ラジオ,17:30,1.3
土曜日,国民全体,ラジオ,17:45,1.3
土曜日,国民全体,ラジオ,18:00,1.1
土曜日,国民全体,ラジオ,18:15,1.0
土曜日,国民全体,ラジオ,18:30,0.9
土曜日,国民全体,ラジオ,18:45,1.0
土曜日,国民全体,ラジオ,19:00,0.8
土曜日,国民全体,ラジオ,19:15,0.8
土曜日,国民全体,ラジオ,19:30,0.7
土曜日,国民全体,ラジオ,19:45,0.6
土曜日,国民全体,ラジオ,20:00,0.7
土曜日,国民全体,ラジオ,20:15,0.6
土曜日,国民全体,ラジオ,20:30,0.7
土曜日,国民全体,ラジオ,20:45,0.7
土曜日,国民全体,ラジオ,21:00,0.7
土曜日,国民全体,ラジオ,21:15,0.7
土曜日,国民全体,ラジオ,21:30,0.7
土曜日,国民全体,ラジオ,21:45,0.7
土曜日,国民全体,ラジオ,22:00,0.8
土曜日,国民全体,ラジオ,22:15,0.8
土曜日,国民全体,ラジオ,22:30,1.0
土曜日,国民全体,ラジオ,22:45,1.1
土曜日,国民全体,ラジオ,23:00,0.7
土曜日,国民全体,ラジオ,23:15,0.7
土曜日,国民全体,ラジオ,23:30,0.5
土曜日,国民全体,ラジオ,23:45,0.5
土曜日,国民全体,新聞,0:00,0.1
土曜日,国民全体,新聞,0:15,0.1
土曜日,国民全体,新聞,0:30,0.1
土曜日,国民全体,新聞,0:45,0.1
土曜日,国民全体,新聞,1:00,0.0
土曜日,国民全体,新聞,1:15,0.1
土曜日,国民全体,新聞,1:30,0.1
土曜日,国民全体,新聞,1:45,0.1
土曜日,国民全体,新聞,2:00,0.0
土曜日,国民全体,新聞,2:15,0.0
土曜日,国民全体,新聞,2:30,0.0
土曜日,国民全体,新聞,2:45,0.0
土曜日,国民全体,新聞,3:00,0.0
土曜日,国民全体,新聞,3:15,0.0
土曜日,国民全体,新聞,3:30,0.1
土曜日,国民全体,新聞,3:45,0.1
土曜日,国民全体,新聞,4:00,0.3
土曜日,国民全体,新聞,4:15,0.4
土曜日,国民全体,新聞,4:30,0.5
土曜日,国民全体,新聞,4:45,0.5
土曜日,国民全体,新聞,5:00,0.3
土曜日,国民全体,新聞,5:15,0.5
土曜日,国民全体,新聞,5:30,1.0
土曜日,国民全体,新聞,5:45,1.1
土曜日,国民全体,新聞,6:00,1.5
土曜日,国民全体,新聞,6:15,1.6
土曜日,国民全体,新聞,6:30,2.3
土曜日,国民全体,新聞,6:45,2.8
土曜日,国民全体,新聞,7:00,3.2
土曜日,国民全体,新聞,7:15,3.1
土曜日,国民全体,新聞,7:30,4.1
土曜日,国民全体,新聞,7:45,4.5
土曜日,国民全体,新聞,8:00,4.1
土曜日,国民全体,新聞,8:15,3.8
土曜日,国民全体,新聞,8:30,3.7
土曜日,国民全体,新聞,8:45,3.7
土曜日,国民全体,新聞,9:00,3.5
土曜日,国民全体,新聞,9:15,3.7
土曜日,国民全体,新聞,9:30,3.7
土曜日,国民全体,新聞,9:45,3.7
土曜日,国民全体,新聞,10:00,2.8
土曜日,国民全体,新聞,10:15,2.6
土曜日,国民全体,新聞,10:30,2.1
土曜日,国民全体,新聞,10:45,1.8
土曜日,国民全体,新聞,11:00,1.2
土曜日,国民全体,新聞,11:15,1.3
土曜日,国民全体,新聞,11:30,0.9
土曜日,国民全体,新聞,11:45,0.9
土曜日,国民全体,新聞,12:00,0.7
土曜日,国民全体,新聞,12:15,0.7
土曜日,国民全体,新聞,12:30,0.7
土曜日,国民全体,新聞,12:45,0.9
土曜日,国民全体,新聞,13:00,1.3
土曜日,国民全体,新聞,13:15,1.3
土曜日,国民全体,新聞,13:30,1.0
土曜日,国民全体,新聞,13:45,0.9
土曜日,国民全体,新聞,14:00,1.0
土曜日,国民全体,新聞,14:15,1.0
土曜日,国民全体,新聞,14:30,0.8
土曜日,国民全体,新聞,14:45,0.8
土曜日,国民全体,新聞,15:00,0.8
土曜日,国民全体,新聞,15:15,0.6
土曜日,国民全体,新聞,15:30,0.6
土曜日,国民全体,新聞,15:45,0.4
土曜日,国民全体,新聞,16:00,1.1
土曜日,国民全体,新聞,16:15,1.1
土曜日,国民全体,新聞,16:30,1.3
土曜日,国民全体,新聞,16:45,1.3
土曜日,国民全体,新聞,17:00,1.1
土曜日,国民全体,新聞,17:15,1.0
土曜日,国民全体,新聞,17:30,0.8
土曜日,国民全体,新聞,17:45,0.9
土曜日,国民全体,新聞,18:00,0.7
土曜日,国民全体,新聞,18:15,0.6
土曜日,国民全体,新聞,18:30,0.9
土曜日,国民全体,新聞,18:45,0.9
土曜日,国民全体,新聞,19:00,0.6
土曜日,国民全体,新聞,19:15,0.5
土曜日,国民全体,新聞,19:30,0.9
土曜日,国民全体,新聞,19:45,1.0
土曜日,国民全体,新聞,20:00,1.0
土曜日,国民全体,新聞,20:15,0.8
土曜日,国民全体,新聞,20:30,0.5
土曜日,国民全体,新聞,20:45,0.4
土曜日,国民全体,新聞,21:00,0.6
土曜日,国民全体,新聞,21:15,0.4
土曜日,国民全体,新聞,21:30,0.6
土曜日,国民全体,新聞,21:45,0.6
土曜日,国民全体,新聞,22:00,0.3
土曜日,国民全体,新聞,22:15,0.3
土曜日,国民全体,新聞,22:30,0.2
土曜日,国民全体,新聞,22:45,0.1
土曜日,国民全体,新聞,23:00,0.5
土曜日,国民全体,新聞,23:15,0.4
土曜日,国民全体,新聞,23:30,0.3
土曜日,国民全体,新聞,23:45,0.3
土曜日,国民全体,雑誌・マンガ・本,0:00,0.7
土曜日,国民全体,雑誌・マンガ・本,0:15,0.7
土曜日,国民全体,雑誌・マンガ・本,0:30,0.6
土曜日,国民全体,雑誌・マンガ・本,0:45,0.6
土曜日,国民全体,雑誌・マンガ・本,1:00,0.4
土曜日,国民全体,雑誌・マンガ・本,1:15,0.3
土曜日,国民全体,雑誌・マンガ・本,1:30,0.2
土曜日,国民全体,雑誌・マンガ・本,1:45,0.2
土曜日,国民全体,雑誌・マンガ・本,2:00,0.1
土曜日,国民全体,雑誌・マンガ・本,2:15,0.1
土曜日,国民全体,雑誌・マンガ・本,2:30,0.1
土曜日,国民全体,雑誌・マンガ・本,2:45,0.1
土曜日,国民全体,雑誌・マンガ・本,3:00,0.0
土曜日,国民全体,雑誌・マンガ・本,3:15,0.0
土曜日,国民全体,雑誌・マンガ・本,3:30,0.0
土曜日,国民全体,雑誌・マンガ・本,3:45,0.0
土曜日,国民全体,雑誌・マンガ・本,4:00,0.1
土曜日,国民全体,雑誌・マンガ・本,4:15,0.1
土曜日,国民全体,雑誌・マンガ・本,4:30,0.1
土曜日,国民全体,雑誌・マンガ・本,4:45,0.2
土曜日,国民全体,雑誌・マンガ・本,5:00,0.4
土曜日,国民全体,雑誌・マンガ・本,5:15,0.3
土曜日,国民全体,雑誌・マンガ・本,5:30,0.2
土曜日,国民全体,雑誌・マンガ・本,5:45,0.2
土曜日,国民全体,雑誌・マンガ・本,6:00,0.2
土曜日,国民全体,雑誌・マンガ・本,6:15,0.2
土曜日,国民全体,雑誌・マンガ・本,6:30,0.3
土曜日,国民全体,雑誌・マンガ・本,6:45,0.3
土曜日,国民全体,雑誌・マンガ・本,7:00,0.3
土曜日,国民全体,雑誌・マンガ・本,7:15,0.4
土曜日,国民全体,雑誌・マンガ・本,7:30,0.5
土曜日,国民全体,雑誌・マンガ・本,7:45,0.5
土曜日,国民全体,雑誌・マンガ・本,8:00,0.4
土曜日,国民全体,雑誌・マンガ・本,8:15,0.5
土曜日,国民全体,雑誌・マンガ・本,8:30,0.6
土曜日,国民全体,雑誌・マンガ・本,8:45,0.6
土曜日,国民全体,雑誌・マンガ・本,9:00,0.8
土曜日,国民全体,雑誌・マンガ・本,9:15,0.9
土曜日,国民全体,雑誌・マンガ・本,9:30,1.1
土曜日,国民全体,雑誌・マンガ・本,9:45,1.1
土曜日,国民全体,雑誌・マンガ・本,10:00,1.7
土曜日,国民全体,雑誌・マンガ・本,10:15,1.9
土曜日,国民全体,雑誌・マンガ・本,10:30,1.9
土曜日,国民全体,雑誌・マンガ・本,10:45,1.9
土曜日,国民全体,雑誌・マンガ・本,11:00,1.8
土曜日,国民全体,雑誌・マンガ・本,11:15,1.7
土曜日,国民全体,雑誌・マンガ・本,11:30,1.5
土曜日,国民全体,雑誌・マンガ・本,11:45,1.3
土曜日,国民全体,雑誌・マンガ・本,12:00,0.4
土曜日,国民全体,雑誌・マンガ・本,12:15,0.3
土曜日,国民全体,雑誌・マンガ・本,12:30,0.6
